BandaAceh,5.548290, 95.323753
Medan,3.597031, 98.678513
Pekanbaru,0.510440, 101.438309
Jambi,-1.609972, 103.607254
Palembang,-2.990934, 104.756554
BandarLampung,-5.450000, 105.266670
