Jakarta,-6.200000,106.816666
Bandung,-6.9175,107.6191 
Bogor,-6.595038,106.816635
Garut,-7.227906,107.908699
Tasikmalaya,-7.319563,108.202972
Malang,-7.983908,112.621391
Semarang,-7.0051,110.4381 
Surabaya,-7.2575,112.7521
